id	name	description
phs002204	A Single Cell Atlas of Gene Regulatory Elements in the Human Heart	Background: Cis-regulatory elements such as enhancers and promoters are crucial for directing gene expression in the human heart. Dysregulation of these elements can result in many cardiovascular diseases that are  major leading causes of morbidity and mortality worldwide. In addition, genetic variants associated with cardiovascular disease risk are enriched
phs002205	Center for Common Disease Genomics [CCDG] - Inflammatory Bowel Disease    (IBD) - Global Microbiome Conservancy Host Exomes	The human body is a complex ecosystem, hosting tens of billions of bacteria, primarily in the gut. This community, known as the 'gut microbiome', is vital to human health, affecting  functions ranging from metabolism, immunity, and development, to behavior. Conversely, reduced microbiome diversity and other imbalances of the gut
phs002206	Genomic Answers for Kids (GA4K)	Identification of complex genetic variants including defects in gene regulatory circuits and uncharacterized genes present challenges for rare disease diagnosis. In Genomic Answers for Kids program we apply the joint  interpretation of patient genome sequence with genomic endophenotypes to expand the clinically actionable genome among pediatric cases of suspected
phs002208	Metatranscriptomic Sequencing of Pre-Transplant Bronchoalveolar Lavage in    Pediatric Stem Cell Transplant Patients	Children with malignancies, immunodeficiencies, and other life-threatening diseases sometimes receive allogeneic hematopoietic cell transplantation (HCT) as a treatment for their disease. The HCT process can be complicated by the development  of lung disease from infection, alloreactivity, or other causes. To identify patients at-risk for post-HCT lung disease, this study uses
phs002210	Comprehensive Analysis of Structural Variants in Breast Cancer Genomes    Using Single Molecule Sequencing	This study used the SKBR3 breast cell line and tumor/normal organoids derived from breast tissue to explore the utility of long read sequencing for detecting structural variants in complex samples.  Three technologies were used to characterize the samples: Illumina/10X, Pacific Biosciences, and Oxford Nanopore. Methylation results were derived
phs002211	Gynecology and Lubricant Effects (GALE) Study	The GALE study is a longitudinal study of the association between lubricant use and the vaginal microbiota in women receiving transvaginal ultrasound (TVUS) at the Diagnostic Radiology and Nuclear Medicine  Department at the University of Maryland School of Medicine. Participants undergo a clinical exam at enrollment (at least 5 days prior to TVUS) and
phs002212	ZRSR2 Mutant Myelodysplastic Syndromes	Mutations in splicing factor genes are common in myelodysplastic syndromes but the reason for selection of these mutations remains incompletely understood. This study aimed to identify the effect of minor  intron retention due to ZRSR2 mutations in myelodysplastic syndromes. Nine samples from patients with myelodysplastic syndromes bearing ZRSR2
phs002217	Single Cell ATAC-Seq of MELAS	This dataset includes combined single Assay for Transposase-Accessible Chromatin, using sequencing (ATAC-seq), and mitochondrial DNA sequencing of peripheral blood mononuclear cells from three individuals with m.3243A G associated MELAS (Mitochondrial  Encephalopathy, Lactic Acidosis, and Stroke-like episodes). Patients with genetically confirmed mitochondrial disease were included. Individuals with
phs002219	Genetic Study of Present-Day Populations of Northern Kenya	Human populations in Africa are the most genetically diverse in the world, having a rich history, and yet are severely understudied. The purpose of this study is to understand the  population history of the Turkana. This study aims to measure the extent of genetic variation using whole genome and whole exome sequencing in this
phs002222	Transcriptomic and Clonal Characterization of T Cells in the Human    Central Nervous System	The cerebrospinal fluid (CSF) is thought to be a main route for immune surveillance in the central nervous system (CNS). Understanding the composition and state of CSF in healthy individuals  may provide insight into perturbations present during neuroinflammation. Here, we have used single-cell RNA and TCR sequencing to profile CSF and
phs002223	National Cancer Institute Familial Burkitt Lymphoma in Shirati (FBiS)	In 1980, Dr. Glen Brubaker and colleagues reported 5 familial cases of Burkitt Lymphoma (BL) in Shirati in Tanzania and began collecting cryopreserved lymphocytes from affected and non-affected family members  to study the potential genetic basis of familial BL occurring in the malaria belt in Africa. This area is settled by the Luo tribe (85% of the
phs002224	Sputum RNA-Seq from Asthmatic Patients for Microbes and Genes	RNA-seq files and other data associated with an investigation of the relationship between microbes, genes and immune cells present in the sputum of humans with asthma. Two groups of subjects  will be recruited for participation into the study 1) normal subjects without lung disease (including family members); 2) subjects with lung
phs002225	HTAN MCL Pre-Cancer Atlas Pilot Project - Targeted Sequencing Development    Study	The HTAN-MCL Pre-Cancer Atlas Pilot Project (PCAPP) is the result of a collaboration between the seven members of the MCL consortium. Across four organ types, PCAPP's goal is to collect  and profile pre-malignant lesions for gene expression, DNA mutations, single-cell gene expression and immune-environment. Most PML are small in size
phs002226	Multicenter AIDS Cohort Study (MACS)	The Multicenter AIDS Cohort Study (MACS) - now part of the MACS-WIHS Combined Cohort Study (MWCCS) investigates the epidemiology of human immunodeficiency virus (HIV) infection among men who have sex  with men. Over 7,000 participants volunteered for semiannual interview, physical examination, and laboratory testing across the 325 years of the
phs002227	NeuroCHARGE Consortium GWAS of White Matter Hyperintensities on MRI	Meta-analysis results of white matter hyperintensities (WMH) volume genome wide association study (GWAS) in older population-based studies from the CHARGE (Cohorts for Heart and Aging Research in Genomic Epidemiology) consortium  and the UK biobank. Individuals with a history of stroke (or MRI-defined brain infarcts involving the cortical grey matter), or other pathologies
phs002228	Innate Immune Anti-Viral Deaminase Deregulation Fuels Pre-Leukemia Stem    Cell Evolution	This study evalutates the activity of DNA and RNA deaminases in pre-leukemic stem cells of myeloproliferative neoplasm (MPN). We obtained bone marrow and peripheral blood from patients with Acute Myeloid  Leukemia (AML), including secondary and de novo, and various MPNs, including polycythemia vera (PV), essential thrombocythemia (ET), Chronic Myeloid
